probeset_id	gene_symbol	Plasma	Memory	Naive	GC	Highly Expressed in B cells (PBMC) and highly expressed in B cell subsets
215176_x_at	abParts	15.61853166	13.11717747	9.33544023	14.27015544	Plasma-
215243_s_at	GJB3	9.164576012	5.644146547	7.96171912	7.781292055	Plasma-
215260_s_at	TCF7L1	9.629310781	8.4609889	8.222508367	9.295111145	Plasma-
215565_at	DTNB	12.73268663	12.11087094	7.60031279	10.75063343	Plasma-
215745_at	NA	7.999473883	4.606123179	4.520392557	5.14268495	Plasma-
215777_at	C3	10.99551625	7.186625602	7.291595854	9.914352216	Plasma-
215949_x_at	abParts	13.64513887	9.533975899	8.12992084	11.09663389	Plasma-
216044_x_at	FAM69A	12.30725192	10.43049106	9.295758276	10.44496652	Plasma-
216168_at	NA	7.795186317	5.883257519	6.036406382	5.015061632	Plasma-
216207_x_at	abParts	15.6280928	12.6620365	9.668000147	13.89668383	Plasma-
216226_at	PAPPAS	9.188977006	8.822775712	6.702161047	8.153847789	Plasma-
216371_at	NA	8.307127143	6.114000336	7.676974239	6.29069093	Plasma-
216401_x_at	abParts	15.34122909	11.97783625	6.043662143	13.29099447	Plasma-
216510_x_at	abParts	13.40107185	10.10939126	7.921727172	11.76356507	Plasma-
216535_at	NA	8.109350571	5.822297636	6.795272814	4.887866814	Plasma-
216542_x_at	abParts	13.85468426	9.355744909	7.729552957	10.89885798	Plasma-
216557_x_at	abParts	14.46426634	9.958481702	8.283021807	11.51452092	Plasma-
216558_x_at	NA	9.773927659	7.689756881	6.87492729	7.736602298	Plasma-
216573_at	IG	10.34057538	7.17118187	6.085010422	8.622756016	Plasma-
216576_x_at	XX	15.35359989	11.92674017	5.623810805	13.18364685	Plasma-
216666_at	LOC93432	7.795207456	4.560858408	5.947320011	5.680620284	Plasma-
216787_at	NA	7.585984088	4.20205476	6.245538562	4.656645761	Plasma-
216849_at	NA	8.087426281	5.369012743	5.767229662	6.142015772	Plasma-
216892_at	IGHG3	10.23713547	4.888286482	8.193805733	5.685184335	Plasma-
217157_x_at	abParts	14.98247247	10.53665136	9.18980273	12.23058603	Plasma-
217236_x_at	IGHG1	10.9977322	7.983044687	4.476402796	9.441263538	Plasma-
217239_x_at	NA	9.752823613	7.219876497	7.21491328	8.104798434	Plasma-
217244_at	NA	6.945185131	6.042585122	4.13618026	3.534232522	Plasma-
217281_x_at	IGH@	14.15204526	9.680128944	6.542470081	11.41583053	Plasma-
217360_x_at	IGHG3	11.57761237	7.528525384	6.890305554	8.791181173	Plasma-
217378_x_at	IGKsimilar	15.57789407	11.76316961	6.075863896	13.48710335	Plasma-
217384_x_at	LOC388248	10.81589477	7.649516781	5.108928701	9.089914039	Plasma-
217390_x_at	NA	10.50446157	8.141431776	8.081101981	8.374896948	Plasma-
217405_x_at	GPLD1	8.327033047	7.091288959	6.827325065	6.418163043	Plasma-
217553_at	MGC87042	8.64997208	6.070653808	8.268721477	5.865157721	Plasma-
217556_at	CLCN4	7.625730826	3.78720978	5.588361956	5.974608946	Plasma-
218696_at	EIF2AK3	13.22126165	11.37900106	10.31847109	12.33541798	Plasma-
218813_s_at	SH3GLB2	9.61919114	8.036465287	7.120108084	8.463331188	Plasma-
218826_at	SLC35F2	11.07530997	9.093349181	8.980332909	9.046654826	Plasma-
218976_at	DNAJC12	9.608781504	4.898791617	6.256042284	6.65510401	Plasma-
219429_at	FA2H	9.157512275	7.397602896	6.406052784	6.520891596	Plasma-
219602_s_at	FAM38B	8.327765924	5.325797958	7.391773673	5.682917012	Plasma-
219888_at	SPAG4	11.56095217	4.46690055	6.860726694	6.01664603	Plasma-
220126_at	TSP50	7.884936814	5.398534735	7.511883557	5.774687241	Plasma-
220379_at	FSCN3	8.659908958	5.917543421	6.809893585	5.581081324	Plasma-
220627_at	CST8	7.114589707	3.502796538	6.397849458	4.535251089	Plasma-
220714_at	PRDM14	8.420502159	5.571035925	6.977766667	5.84705528	Plasma-
220792_at	PRDM5	8.330803661	5.005769014	7.872723138	6.49332724	Plasma-
220915_s_at	AL832161	8.416279095	5.88079771	6.776925046	7.176105231	Plasma-
220979_s_at	ST6GALNAC5	7.233557387	3.329937077	6.00232031	4.60159558	Plasma-
221016_s_at	TCF7L1	7.691209271	4.461112055	7.403095894	5.427749593	Plasma-
221029_s_at	WNT5B	7.01000981	4.092251107	4.767111504	4.695714877	Plasma-
221110_x_at	PDE11A	8.130735309	5.439904945	6.694115066	6.244871812	Plasma-
221305_s_at	UGT1A8	6.828233828	4.052747715	4.006242988	5.118517745	Plasma-
221349_at	VPREB1	8.072099629	5.552565465	5.486003862	7.033955615	Plasma-
221407_at	GJD2	9.378464571	6.403263747	8.069327697	6.804810441	Plasma-
221627_at	TRIM10	8.569529979	6.320606944	6.205118435	6.369534059	Plasma-
37831_at	SIPA1L3	10.28086719	9.167426227	8.277633964	9.287561329	Plasma-
396_f_at	EPOR	12.8325233	9.076998534	8.575496941	9.538164915	Plasma-
62987_r_at	CACNG4	10.24154327	7.514365339	7.304798876	7.627349543	Plasma-
204687_at	PARM1	10.57152472	8.403589532	8.065491998	8.675070931	Plasma-
206424_at	CYP26A1	8.140736773	5.180219434	6.628485247	5.142257335	Plasma-
206586_at	PCDHA6	9.457240041	8.797178562	7.026647348	8.270584263	Plasma-
208473_s_at	GP2	7.289940544	4.67144252	6.699499818	5.024631374	Plasma-
209540_at	IGF1	9.853736556	5.911930064	7.136942322	4.945255337	Plasma-
211878_at	IGH@	8.077254749	5.327932818	6.049251741	7.140366434	Plasma-
213248_at	LOC730101	10.03014735	7.40900782	5.975753109	8.258291275	Plasma-
213358_at	KIAA0802	8.989438161	7.889546721	8.911525415	6.938324558	Plasma-
214928_at	OBSL1	7.188433466	4.905351099	6.692372425	4.070204735	Plasma-
216829_at	abParts	12.04421809	8.123811882	6.073154597	8.83641083	Plasma-
216846_at	abParts	9.444199277	4.670364505	6.157495396	6.873845257	Plasma-
217022_s_at	IGHE	16.13523523	15.42513463	7.561472142	14.44532504	Plasma-
217145_at	NA	10.63531106	6.812508364	8.878710878	8.349383601	Plasma-
217198_x_at	IGHD	10.79335587	7.931522704	6.344660629	9.402590142	Plasma-
217359_s_at	NCAM1	7.590691746	4.852683142	6.66136217	5.417356863	Plasma-
217369_at	NA	9.609114951	7.700454848	8.482070991	8.321218877	Plasma-
217480_x_at	LOC339562	15.22188351	11.86276202	9.221338001	13.31263521	Plasma-
219559_at	SLC17A9	11.17681013	10.24132197	10.060755	9.195753776	Plasma-
219838_at	TTC23	7.158635927	4.46210703	5.631326103	5.869082052	Plasma-
220574_at	SEMA6D	8.684823985	5.704902966	6.848489505	7.14595708	Plasma-
220951_s_at	A1CF	8.811723795	5.995193419	8.025185535	5.246237433	Plasma-
200770_s_at	LAMC1	10.25587004	7.458920708	8.327555304	6.813057067	Plasma-
204562_at	IRF4	13.58368424	10.50528603	9.587853654	9.859417108	Plasma-
206530_at	RAB30	10.22516448	8.467607688	5.811302283	9.035995152	Plasma-
206641_at	TNFRSF17	14.55076322	11.90633296	6.857214549	12.57254307	Plasma-
206896_s_at	GNG7	11.75040423	10.8339401	10.36807652	10.64519602	Plasma-
209374_s_at	IGHE	16.02930093	13.11960961	13.63251083	14.49277387	Plasma-
209708_at	MOXD1	9.558102587	6.860193499	7.183858002	5.949775304	Plasma-
212311_at	SEL1L3	14.22520415	12.69696201	11.28119294	13.39947865	Plasma-
214669_x_at	abParts	15.41886463	14.06200009	11.17823857	14.59234789	Plasma-
214916_x_at	IGH@	15.18337822	11.33493071	7.317449167	12.96771094	Plasma-
222051_s_at	NA	8.707626125	7.511593648	7.143137036	8.118334463	Plasma-
205047_s_at	ASNS	11.95276913	10.94877377	9.027817112	11.34781874	Plasma-
201185_at	HTRA1	8.824675436	5.023950213	5.920925412	6.859951225	Plasma-
201750_s_at	ECE1	8.239368257	7.648972668	6.431078318	5.918639619	Plasma-
202383_at	KDM5C	9.864087377	8.322771321	6.443362751	9.267195796	Plasma-
202400_s_at	SRF	7.878063611	5.313602726	6.050207013	6.54631088	Plasma-
203066_at	CHST15	12.87745677	11.33642808	11.72224186	10.8140539	Plasma-
204194_at	BACH1	10.97237699	10.5870781	8.646106826	9.944514954	Plasma-
204259_at	MMP7	7.948056929	5.403242322	7.07751982	5.913562665	Plasma-
204437_s_at	FOLR1	7.935947045	5.8106957	6.748487568	6.164372091	Plasma-
206176_at	BMP6	10.59508411	4.31607209	7.762656769	6.748790662	Plasma-
207767_s_at	EGR4	8.001151653	6.014004143	5.1506315	7.018442745	Plasma-
209218_at	SQLE	10.7597704	9.738074355	8.954628989	10.63026373	Plasma-
209355_s_at	PPAP2B	7.971226556	7.289243682	3.811904764	5.536562126	Plasma-
211136_s_at	CLPTM1	11.3004127	9.262528719	6.440425166	9.673689515	Plasma-
212090_at	GRINA	9.822915811	8.781311236	8.210399533	8.292649146	Plasma-
212097_at	CAV1	10.80051199	5.46837324	4.842418053	6.053134016	Plasma-
212226_s_at	PPAP2B	9.674858661	8.267783552	8.531254906	8.069299735	Plasma-
213490_s_at	MAP2K2	9.245685872	7.975998236	6.717041857	8.597372515	Plasma-
214074_s_at	CTTN	7.839362717	4.355119219	7.203920162	6.02861677	Plasma-
214446_at	ELL2	10.74381163	4.485747111	6.177117833	7.227894382	Plasma-
214539_at	SERPINB10	7.867169746	2.836871067	5.978753821	5.528804013	Plasma-
220231_at	C7orf16	8.209525635	7.270750527	6.455081811	6.847387375	Plasma-
201688_s_at	TPD52	13.12602633	11.36447493	9.942814045	12.83122231	Plasma-GC-
201689_s_at	TPD52	13.57273305	11.82096464	10.57857328	13.19342367	Plasma-GC-
201690_s_at	TPD52	14.15861782	12.63442312	11.90530056	13.76843603	Plasma-GC-
201819_at	SCARB1	8.883271009	7.698425916	6.612845546	10.32209847	Plasma-GC-
204429_s_at	SLC2A5	9.932452363	8.462880413	8.883136273	11.01206618	Plasma-GC-
205903_s_at	KCNN3	10.40603245	7.312808618	4.693300137	10.03059313	Plasma-GC-
206105_at	AFF2	9.15484827	7.359699441	7.535768866	9.739630192	Plasma-GC-
207390_s_at	SMTN	8.203053687	6.051582264	4.191419715	8.218855121	Plasma-GC-
209151_x_at	TCF3	8.375228192	5.506893262	6.198956844	8.931412324	Plasma-GC-
209709_s_at	HMMR	9.612476279	8.350192286	5.649118656	12.05139497	Plasma-GC-
212970_at	APBB2	8.487847626	5.733594191	6.5646985	8.444602278	Plasma-GC-
217320_at	abParts	11.63070826	6.771856522	6.492413999	8.480193829	Plasma-GC-
217496_s_at	IDE	10.93989053	8.727132447	7.477828563	10.76089041	Plasma-GC-
218324_s_at	SPATS2	11.74999058	9.249082549	8.5936119	10.62188703	Plasma-GC-
219474_at	C3orf52	8.178309428	5.552910075	6.950061205	8.466358233	Plasma-GC-
219551_at	DMAP1	13.45098915	11.73371895	10.82268567	13.47817756	Plasma-GC-
220892_s_at	PSAT1	10.80136881	6.702945319	6.370726648	8.967265947	Plasma-GC-
203967_at	CDC6	8.924043417	6.5311405	7.10986836	9.385859912	Plasma-GC-
206632_s_at	APOBEC3B	9.604689469	7.557162556	3.749127332	9.637655062	Plasma-GC-
220603_s_at	MCTP2	10.28958444	8.254703007	9.22174366	11.15561282	Plasma-GC-
212592_at	IGJ	15.58543827	12.14695335	8.322505265	14.40952903	Plasma-GC-
214727_at	BRCA2	8.412834275	6.933126642	6.343204201	8.710184779	Plasma-GC-
221253_s_at	TXNDC5	15.75632125	11.64031404	11.12781216	12.83102462	Plasma-GC-
221286_s_at	MGC29506	15.15176011	10.28933673	10.1690575	12.32153966	Plasma-GC-
201313_at	ENO2	10.42629406	8.751462529	7.367697046	10.19913307	Plasma-GC-
201005_at	CD9	11.28496549	5.938483666	6.608133324	10.22708101	Plasma-GC-
201559_s_at	CLIC4	10.72151893	8.7976122	7.494551994	11.06771302	Plasma-GC-
204081_at	NRGN	8.59455774	6.344104503	6.108696889	8.416094211	Plasma-GC-
205746_s_at	ADAM17	8.646965115	7.416073148	6.934224081	8.907781791	Plasma-GC-
214910_s_at	APOM	9.158673945	7.968559933	7.626604082	9.173240427	Plasma-GC-
215767_at	ZNF804A	9.484011202	7.828186891	4.996760734	9.318325806	Plasma-GC-
219752_at	RASAL1	9.161299528	7.363495826	5.782831965	8.934263837	Plasma-GC-
221530_s_at	BHLHE41	12.4546422	13.25890035	6.129851719	8.955525534	Plasma-Memory-
205158_at	RNASE4	9.589206044	7.760934994	5.344480921	4.411892922	Plasma-Memory-
211302_s_at	PDE4B	11.45939863	11.3253134	7.072944547	9.183396079	Plasma-Memory-
200771_at	LAMC1	9.97933629	8.730376443	10.09052962	6.612034653	Plasma-Naive-
202342_s_at	TRIM2	7.787542425	6.301352026	7.893433754	6.546254382	Plasma-Naive-
204922_at	C11orf80	10.48692191	7.518061907	9.566122082	8.533093761	Plasma-Naive-
205079_s_at	MPDZ	7.656982304	5.398536853	8.616294951	5.631361347	Plasma-Naive-
205464_at	SCNN1B	7.185604139	3.882907975	8.091934197	3.980359224	Plasma-Naive-
206872_at	SLC17A1	7.619416583	5.214450114	7.498178935	4.393578929	Plasma-Naive-
210150_s_at	LAMA5	10.0808273	8.643515994	10.34390849	8.098224941	Plasma-Naive-
211894_x_at	SEZ6L	8.096134027	4.555263296	8.294086311	5.154006848	Plasma-Naive-
215266_at	DNAH3	6.573530972	3.43770532	7.738325017	4.475399222	Plasma-Naive-
215843_s_at	TLL2	5.876218619	4.003421128	7.033342306	4.444436085	Plasma-Naive-
217305_s_at	ADCY10	7.633339527	5.992213477	7.307952908	5.447009802	Plasma-Naive-
220017_x_at	CYP2C9	8.575442344	4.916687042	7.678101213	4.020890511	Plasma-Naive-
221442_at	MC3R	8.678898079	6.04577682	8.221851822	5.606460111	Plasma-Naive-
205054_at	NEB	8.591440065	7.196077606	8.70950371	6.1858021	Plasma-Naive-
206269_at	GCM1	5.912372549	4.04970111	8.896556344	3.816765653	Plasma-Naive-
210670_at	PPY	7.723250593	5.966402761	8.576512513	6.332765853	Plasma-Naive-
211405_x_at	IFNA17	9.516553253	5.018109936	8.671034304	7.457878013	Plasma-Naive-
216696_s_at	PRODH2	8.789745034	7.276704024	9.040693119	7.077006747	Plasma-Naive-
219743_at	HEY2	7.436924285	4.753527338	7.540740145	4.419539584	Plasma-Naive-
220524_at	EPB41L4B	7.264058412	5.056293967	10.15491349	4.878166627	Plasma-Naive-
204588_s_at	SLC7A7	11.43917601	8.975557885	10.53791398	9.090956695	Plasma-Naive-
217849_s_at	CDC42BPB	7.888103008	6.708153589	8.245982509	5.589200504	Plasma-Naive-
