probeset_id	gene_symbol	Monocytes	B-cells	T-cells	pDCs	NK	mDCs	Highly Expressed in PBMC type
202873_at	ATP6V1C1	9.972860374	7.19306674	6.044626649	7.044510639	7.494709501	6.648238876	Monocytes-
202874_s_at	ATP6V1C1	13.05721419	9.782425111	8.66211751	7.966790196	8.83075038	8.296519816	Monocytes-
202888_s_at	ANPEP	13.31482689	5.754206203	5.494631268	5.43317352	6.669982783	7.415021855	Monocytes-
202896_s_at	SIRPA	12.49777108	8.105094062	6.565668942	4.444859278	5.556829638	8.214671694	Monocytes-
202899_s_at	SFRS3	14.19662946	12.33070953	11.83110446	11.60080554	11.58511328	11.83955837	Monocytes-
202902_s_at	CTSS	15.35909163	11.89442547	11.00737854	11.56433497	9.8389838	11.91342467	Monocytes-
202905_x_at	ARTN	11.14997246	9.476252064	9.340568235	9.824149046	10.04729224	9.648487062	Monocytes-
202907_s_at	ARTN	11.9924292	10.57209557	10.72091069	10.10390557	10.83728367	10.1772174	Monocytes-
202909_at	EPM2AIP1	12.13242226	10.79233175	11.0443863	9.167988478	10.66568712	8.927886174	Monocytes-
202912_at	ADM	13.66040877	8.472679676	7.312109139	4.711828047	7.322950501	7.036281809	Monocytes-
202913_at	ARHGEF11	9.368925419	6.714395624	7.617187501	3.445307303	6.460050862	5.68143778	Monocytes-
202914_s_at	ARHGEF11	8.313493064	6.501094027	6.326749279	4.845390496	6.139317742	6.589152132	Monocytes-
202923_s_at	GCLC	10.9554754	9.70546077	9.660865361	8.96066741	10.32935798	9.581121041	Monocytes-
202925_s_at	PLAGL2	10.78242385	8.904002859	9.227872058	6.441278312	9.097607491	5.600354153	Monocytes-
202929_s_at	DDT	10.43443736	9.263276156	9.184933736	9.363195262	8.832435475	9.804510306	Monocytes-
202943_s_at	NAGA	10.55089318	8.970121678	8.91974288	8.92449341	9.160611475	8.781151092	Monocytes-
202945_at	FPGS	10.35325503	8.807809422	8.959195309	5.293267864	9.392525203	4.542737206	Monocytes-
202955_s_at	ARFGEF1	10.56886705	9.056581671	9.147021339	7.797778107	7.512336395	6.789101089	Monocytes-
202956_at	ARFGEF1	11.58187327	10.20553839	11.40959925	9.798125671	10.45496175	9.894425844	Monocytes-
202974_at	KIF20B	13.94499927	7.849978128	9.217255318	7.488403906	8.104621684	8.221662346	Monocytes-
202981_x_at	SIAH1	11.62247444	10.38203966	11.01197212	9.887592136	10.51767357	9.322321015	Monocytes-
202986_at	ARNT2	6.611126552	4.750086979	3.508756307	3.437645467	4.09109589	3.175326658	Monocytes-
202990_at	PYGL	9.292815604	6.970033023	6.943935025	6.457431321	7.816156525	8.360199188	Monocytes-
203005_at	LTBR	9.255441411	6.242974387	5.831484322	5.830183744	6.326394087	6.387692479	Monocytes-
203028_s_at	CYBA	14.3302704	12.35467186	11.46877602	8.970476845	11.32494871	8.514857941	Monocytes-
203032_s_at	FH	7.260626149	6.989083678	5.317388287	5.45321274	5.479174399	6.090294388	Monocytes-
203034_s_at	RPL27A	16.20704032	15.19120138	15.31748628	13.42496006	14.71730854	13.59240922	Monocytes-
203036_s_at	MTSS1	8.12594743	6.861775593	6.909468853	5.260941943	5.904993365	5.366589181	Monocytes-
203037_s_at	MTSS1	12.33540443	11.64590888	10.74126228	6.3351064	10.26319462	5.021779423	Monocytes-
203041_s_at	LAMP2	11.9913493	9.139611036	9.679924965	8.997623029	8.893305494	8.200614945	Monocytes-
203042_at	LAMP2	10.68100488	8.134380997	9.491756982	7.354010339	9.13063479	6.627383591	Monocytes-
203045_at	NINJ1	14.79462766	8.13212157	9.641736695	6.614537985	9.504593948	7.211772798	Monocytes-
203052_at	C2	8.849983731	6.961455766	6.54486321	4.687595495	7.047820113	4.769633068	Monocytes-
203058_s_at	PAPSS2	10.47514018	5.587464435	5.225422377	6.422778015	7.155875274	7.40801245	Monocytes-
203059_s_at	PAPSS2	9.100564767	6.933054969	6.166265772	4.646829235	7.866032992	5.996327827	Monocytes-
203060_s_at	PAPSS2	11.77497442	5.886174398	5.538138113	5.404876156	7.890487865	6.571429525	Monocytes-
203063_at	PPM1F	11.9124302	8.17491185	9.013405862	7.945646426	10.53283708	9.944062568	Monocytes-
203068_at	KLHL21	11.65016372	7.492096943	10.2433186	9.603256556	9.852268654	8.539514082	Monocytes-
203085_s_at	TGFB1	13.60127409	10.04321257	9.357740734	7.25592724	9.048031578	8.099751304	Monocytes-
203090_at	SDF2	11.15671166	9.480309666	9.669186796	8.642015583	9.459217886	8.620042403	Monocytes-
203091_at	FUBP1	11.40384407	9.912168072	9.542587815	9.707574136	9.20690307	8.885297933	Monocytes-
203094_at	MAD2L1BP	11.03433963	9.223136692	9.719740709	6.457813868	8.893205579	6.896671776	Monocytes-
203096_s_at	RAPGEF2	10.89655137	8.389543739	8.401014078	8.7492217	9.441000114	7.75296429	Monocytes-
203097_s_at	RAPGEF2	13.82295715	10.5630563	11.2240171	9.323136816	10.92731508	8.961720685	Monocytes-
203101_s_at	MGAT2	8.656352952	5.515810317	5.607077468	4.686135401	6.269070932	4.630270503	Monocytes-
203102_s_at	MGAT2	12.99569963	10.85501661	10.55493618	8.406460949	10.98451993	7.999281471	Monocytes-
203108_at	GPRC5A	8.473271559	5.052346999	4.034056751	4.557269882	5.033151702	5.022458112	Monocytes-
203109_at	UBE2M	10.30118136	8.588004642	8.483110803	5.420189389	7.632824989	6.300065762	Monocytes-
203110_at	PTK2B	10.71213634	10.31022849	9.557323561	8.12213109	8.788362902	8.990462628	Monocytes-
203120_at	TP53BP2	11.88727226	9.570497482	10.27561538	7.461265553	9.959567205	7.664649008	Monocytes-
203123_s_at	SLC11A2	10.60632446	8.261259222	9.079528477	8.795182461	8.667998658	8.534216387	Monocytes-
203124_s_at	SLC11A2	11.24672877	7.929852841	9.864362674	7.221260095	9.179568897	7.020325023	Monocytes-
203125_x_at	SLC11A2	10.07845128	7.441941305	7.835144643	5.828709585	6.765272824	6.553682387	Monocytes-
203133_at	SEC61B	14.35100336	12.68751914	13.18199646	12.29647845	13.22234106	10.35504531	Monocytes-
203134_at	PICALM	10.03843921	7.68598046	6.698489086	8.223268437	6.93103145	9.208198539	Monocytes-
203137_at	WTAP	14.60630248	11.39874671	12.46538897	9.88813803	11.90279563	9.783258677	Monocytes-
203139_at	DAPK1	12.58538202	7.866891751	7.693979255	10.70097603	8.589991626	10.00026947	Monocytes-
203149_at	PVRL2	9.770567176	7.568622135	6.739995008	4.668734288	8.015442844	6.235652298	Monocytes-
203175_at	RHOG	13.62098726	11.62139222	12.14077919	8.866650302	11.35965036	10.83373889	Monocytes-
203184_at	FBN2	8.366398595	6.165070954	5.566074841	4.258263812	6.582061681	4.786963444	Monocytes-
203185_at	RASSF2	13.67862351	11.63029418	10.78947632	11.7540364	10.09300365	11.43759457	Monocytes-
203186_s_at	S100A4	15.74746151	9.589040844	12.96219857	11.13938215	11.73982556	12.97787899	Monocytes-
203194_s_at	NUP98	10.40735001	9.069603681	8.620898628	7.857714503	7.725297996	7.593773496	Monocytes-
203195_s_at	NUP98	10.56834786	9.175307775	9.633783165	7.128239226	9.229928554	6.410169564	Monocytes-
203198_at	CDK9	10.03428271	8.433825302	8.287019527	7.353157213	7.921071782	7.191564751	Monocytes-
203234_at	UPP1	13.39411017	6.614269617	10.99252157	3.415068702	10.73811531	7.971731754	Monocytes-
203242_s_at	PDLIM5	9.772617031	6.931544926	6.827730713	5.969541641	7.156228387	6.176981702	Monocytes-
203243_s_at	PDLIM5	10.66925923	8.226405689	8.586614961	6.07918397	8.975197666	6.957068884	Monocytes-
203248_at	ZNF24	10.84514434	9.063108919	8.435307407	8.058119862	7.594173045	7.189012547	Monocytes-
203269_at	NSMAF	14.41934676	10.77422937	11.88792235	8.650032652	11.07835179	9.460342507	Monocytes-
203297_s_at	JARID2	13.71530123	10.57971651	11.38505192	10.78836884	11.64146116	11.16060526	Monocytes-
203298_s_at	JARID2	13.29523364	10.00341702	10.89008223	9.69635227	10.33265546	9.935527951	Monocytes-
203311_s_at	ARF6	12.66826874	10.1350468	9.180994235	9.822078702	8.654345516	10.14754238	Monocytes-
203313_s_at	TGIF1	13.17107382	9.455603666	9.900386943	4.855403811	9.037917983	7.933007365	Monocytes-
203320_at	SH2B3	13.51519964	10.74358887	10.36391524	10.02755323	10.37070121	10.13594544	Monocytes-
203324_s_at	CAV2	5.769364739	3.990247724	3.767940418	2.988556817	4.771309076	2.044210302	Monocytes-
203330_s_at	STX5	9.678343466	8.837301998	8.145828695	7.175460507	8.423189978	6.607397686	Monocytes-
203331_s_at	INPP5D	9.04325768	8.653108974	7.425663311	6.641568329	7.398956944	6.326292099	Monocytes-
203334_at	DHX8	10.48583055	8.396286512	9.352263564	8.021516493	8.406323843	8.207980567	Monocytes-
203342_at	TIMM17B	9.982330219	9.310295413	8.964535247	7.242457447	8.949310029	7.512509045	Monocytes-
203350_at	AP1G1	11.09513687	9.523716044	10.22527169	9.78967113	9.727868056	9.735040344	Monocytes-
203355_s_at	PSD3	7.575243177	5.908821749	6.224260783	5.990932706	7.287092997	5.414204984	Monocytes-
203370_s_at	PDLIM7	9.432257539	7.014452517	6.044833287	3.653154102	5.406698993	4.711008807	Monocytes-
203372_s_at	SOCS2	8.158546828	6.008928395	7.13660508	5.910166435	6.906901377	4.694552609	Monocytes-
203382_s_at	APOE	6.398504465	5.686286168	5.160447668	4.617498349	5.130628265	4.174144035	Monocytes-
203411_s_at	LMNA	13.56998495	9.185902776	9.109644379	6.575286966	9.123162246	9.111784215	Monocytes-
203416_at	CD53	15.78235517	13.97364541	13.91083818	11.94531414	14.05658194	11.90795422	Monocytes-
203454_s_at	ATOX1	10.36551928	8.653733126	8.832196155	9.158968658	9.029989396	9.388492788	Monocytes-
203455_s_at	SLC38A1	14.63165516	12.57353693	13.50628741	12.65251265	12.85500682	13.62691368	Monocytes-
203458_at	TACR1	7.5784746	6.755422032	5.247586776	4.020249045	5.742495243	4.408506047	Monocytes-
203460_s_at	PSEN1	13.62813104	10.1138501	10.07628758	8.551866646	10.13976133	8.870601502	Monocytes-
203477_at	COL15A1	8.671915216	5.686890456	4.903794021	5.939116634	5.60835574	4.666406569	Monocytes-
203479_s_at	OTUD4	9.466787158	7.153856526	8.001261919	8.331702835	7.098915067	7.612698167	Monocytes-
203490_at	ELF4	11.21757499	8.034986872	8.866958362	9.689953635	9.377789605	10.19593257	Monocytes-
203505_at	ABCA1	13.87820079	8.875345022	8.106314549	5.139071465	8.213684786	5.144075497	Monocytes-
203506_s_at	MED12	9.147562437	8.554914492	8.007623497	7.320956331	7.615380458	6.707553434	Monocytes-
203508_at	TNFRSF1B	14.58965346	9.048650871	11.4802402	9.861829506	10.90504913	10.9027636	Monocytes-
203510_at	MET	11.13455425	6.176432135	4.009477654	3.175514372	5.404687747	2.991821256	Monocytes-
203529_at	PPP6C	12.95678933	11.47213531	12.30205784	10.90666607	11.55284941	11.26432737	Monocytes-
203530_s_at	STX4	11.96693203	9.996459893	10.37533086	7.005356082	11.16445929	8.663506563	Monocytes-
203535_at	S100A9	14.76043458	8.1824494	7.859155347	3.535382861	6.789318989	9.214351634	Monocytes-
203548_s_at	LPL	9.796307737	3.943023328	3.384585366	5.481264333	3.439363964	4.872386808	Monocytes-
203549_s_at	LPL	10.69718111	6.847636898	6.145719282	5.048632514	6.762489305	5.209270746	Monocytes-
203567_s_at	TRIM38	11.75359815	11.00322959	10.74869442	10.60454441	10.72404795	10.6584568	Monocytes-
203585_at	ZNF185	9.864907519	8.199120211	8.254441129	7.970345623	7.502440554	7.240480126	Monocytes-
203591_s_at	CSF3R	11.6511217	5.533614138	5.799598026	3.836380768	6.123262247	6.971206766	Monocytes-
203595_s_at	IFIT5	10.11367523	8.998850864	10.02756486	7.674407576	9.038315139	7.636453755	Monocytes-
203596_s_at	IFIT5	9.57292781	8.312766779	9.03516236	7.090912988	8.339741458	5.724212385	Monocytes-
203601_s_at	ZBTB17	8.359139154	6.005692842	5.254300663	5.624799619	5.135605698	4.977992917	Monocytes-
203610_s_at	TRIM38	10.83333272	10.31624015	9.585919776	8.269676721	9.071778207	8.507673689	Monocytes-
203617_x_at	ELK1	10.29587	8.864657286	9.079522311	7.622047089	8.795470161	7.734025697	Monocytes-
203643_at	ERF	9.214742242	8.157961805	7.132434303	5.159036331	7.732479137	6.086349913	Monocytes-
203651_at	ZFYVE16	12.58565466	8.790083548	9.358449858	7.145503652	9.314966426	6.788317802	Monocytes-
203652_at	MAP3K11	10.67752354	9.496367088	9.481901533	7.611576311	10.18585919	9.081607926	Monocytes-
203665_at	HMOX1	14.4433483	8.563172243	7.092788617	5.744774904	7.207474764	7.941792357	Monocytes-
203676_at	GNS	10.67767584	6.495542083	6.176138351	9.87649074	6.905113302	9.540665534	Monocytes-
203680_at	PRKAR2B	10.08339229	7.347903152	6.797378256	7.786902243	7.971088049	8.029558385	Monocytes-
203702_s_at	TTLL4	9.162579398	6.581214777	7.003808286	5.251881824	7.337148887	5.772649217	Monocytes-
203708_at	PDE4B	14.03528721	12.16833789	12.31145343	10.97377448	10.22603555	10.23329263	Monocytes-
203720_s_at	ERCC1	10.40832663	9.035416547	8.813481659	9.859625342	9.298575169	8.910451932	Monocytes-
203729_at	EMP3	15.06942851	11.38264148	11.75352434	10.77293077	10.81226971	12.01524942	Monocytes-
203739_at	ZNF217	12.13361923	10.40383358	11.37125934	9.564581839	9.811693858	9.410385616	Monocytes-
203745_at	HCCS	10.92521899	9.091830956	9.231850672	7.416676462	8.400660847	6.864721559	Monocytes-
203746_s_at	HCCS	11.22396951	9.744854166	9.521313018	7.832180888	9.591104121	8.243728053	Monocytes-
203749_s_at	RARA	11.45116581	8.734466714	8.521697837	4.92813286	8.011540766	7.166462981	Monocytes-
203758_at	CTSO	10.77676628	9.533461801	9.748323805	8.929096668	10.17647626	8.275979454	Monocytes-
203775_at	SLC25A13	9.562671909	8.655897006	8.490253303	6.749982946	8.142998215	7.296469136	Monocytes-
203789_s_at	SEMA3C	10.79695184	4.440631768	4.821331672	8.618366881	5.924828355	7.902346306	Monocytes-
203810_at	DNAJB4	10.62982909	8.390174181	8.17890926	7.273705965	7.589043896	4.921682788	Monocytes-
203814_s_at	NQO2	10.49284506	7.799327303	9.266780831	7.401680873	9.835255568	9.181013917	Monocytes-
203817_at	GUCY1B3	8.038268561	6.946080811	6.282992509	3.881346556	7.136301026	3.610662255	Monocytes-
203834_s_at	TGOLN2	11.07542043	9.290468536	9.316535567	8.100738504	9.879212126	8.446204129	Monocytes-
203853_s_at	GAB2	12.10613079	8.675868027	8.854854542	9.328147142	7.860749651	8.948073792	Monocytes-
203880_at	COX17	11.61815618	10.74555088	10.45856901	10.2379329	9.756678363	10.30095294	Monocytes-
203882_at	RNF31	12.23085985	10.83948313	10.9518915	9.350456038	11.0280788	8.467855729	Monocytes-
203885_at	RAB21	13.04651418	10.65136944	11.19505345	11.02854565	10.66212135	10.96749876	Monocytes-
203888_at	THBD	9.783282344	5.314738906	4.475851906	7.940058511	5.085234759	7.274245981	Monocytes-
203890_s_at	DAPK3	7.785065597	6.952024372	5.473653063	6.713833073	5.96880319	5.679268299	Monocytes-
203912_s_at	DNASE1L1	11.05832805	8.657943735	9.032364845	9.388484727	8.508462463	9.883491137	Monocytes-
203925_at	GCLM	11.52226179	9.37633099	10.17252191	4.122116228	9.967414662	3.748425786	Monocytes-
203927_at	NFKBIE	11.68241982	10.05046417	8.992436629	7.7609479	9.315235004	7.926272007	Monocytes-
203936_s_at	MMP9	11.51336167	9.403780907	7.918354665	6.651402376	8.639591289	6.435094554	Monocytes-
203940_s_at	VASH1	11.89378242	6.316785525	7.499462558	9.685402728	8.483429428	9.01493783	Monocytes-
203942_s_at	MARK2	8.866463112	6.275051951	7.015927209	5.84893601	5.789607098	5.650759192	Monocytes-
203948_s_at	MPO	6.307540228	4.749722492	4.623697917	4.059910228	4.629404844	4.462002446	Monocytes-
203952_at	ATF6	10.53611629	8.800787428	8.413136973	8.176404565	7.808625787	8.581365179	Monocytes-
204014_at	DUSP4	10.26413149	7.491300096	9.263769899	6.646737717	10.34361335	6.618970347	Monocytes-
204015_s_at	DUSP4	11.10040941	7.783858556	8.54448978	6.128168053	8.568546087	6.388788654	Monocytes-
204018_x_at	HBA1	11.25895498	8.215326105	8.792969641	5.285008658	8.430838396	5.756543522	Monocytes-
204031_s_at	PCBP2	14.52389352	13.35429299	13.57875005	11.76121786	12.94590495	12.0589107	Monocytes-
204036_at	LPAR1	8.911620891	5.409699451	4.745358836	4.724116929	6.54890782	4.286709374	Monocytes-
204037_at	LPAR1	8.191925723	5.794806513	6.095462498	6.630030158	7.606601182	6.762286577	Monocytes-
204038_s_at	LPAR1	8.803337864	7.731337965	6.687821335	6.635748488	7.666105322	6.469558117	Monocytes-
204043_at	TCN2	9.869139148	6.923852016	6.520158671	5.524196804	7.21643674	5.718193285	Monocytes-
204050_s_at	CLTA	12.9973072	10.91937426	10.69856507	10.36981992	10.74890567	11.12563864	Monocytes-
204058_at	ME1	5.902655042	4.677976463	4.70417331	3.817355285	4.502422244	3.41780783	Monocytes-
204059_s_at	ME1	7.533511826	5.70964604	6.578049871	3.691706059	6.207580081	3.500729061	Monocytes-
204084_s_at	CLN5	10.36384109	9.099826982	9.07314509	8.35475073	8.391523726	7.286229966	Monocytes-
204088_at	P2RX4	11.57523528	8.813317089	9.210722921	3.874715617	7.780354526	5.477875537	Monocytes-
204090_at	STK19	9.574871227	8.106457494	8.521502049	6.968275757	7.669938376	6.95866162	Monocytes-
204093_at	CCNH	12.22569446	11.09441862	11.33698997	9.953530738	10.88921729	10.40157943	Monocytes-
204094_s_at	TSC22D2	11.94479792	10.4275218	10.48675883	8.821080886	11.06635102	9.700886787	Monocytes-
204099_at	SMARCD3	9.774551769	6.294936637	7.493187822	6.112982858	6.472280523	7.522716805	Monocytes-
204108_at	NFYA	10.59993019	9.287478121	9.454634181	9.467325286	8.967803591	8.457701412	Monocytes-
204111_at	HNMT	5.918310085	4.65391038	4.399872122	3.315818597	4.398246986	4.648505983	Monocytes-
204115_at	GNG11	9.857403708	6.772982415	5.887530514	7.767018693	6.210193744	6.171456661	Monocytes-
204118_at	CD48	14.46767301	12.81733771	13.60127571	11.15198345	12.27343104	13.04820697	Monocytes-
204122_at	TYROBP	15.11676372	7.871921016	8.343956842	12.66948119	12.48405899	12.82758589	Monocytes-
204134_at	PDE2A	9.76594951	5.669712121	5.488968759	4.259031002	6.132500133	4.038213476	Monocytes-
204135_at	FILIP1L	9.313594451	7.285622057	5.990013498	6.391838306	6.425071279	7.439508325	Monocytes-
204136_at	COL7A1	8.93502698	6.774630899	6.190122573	6.86962368	7.334170824	6.51957356	Monocytes-
204137_at	GPR137B	12.42446951	8.491500021	9.290169303	5.910209017	9.02558243	8.32095758	Monocytes-
204140_at	TPST1	11.14394031	8.093993373	6.960857177	5.100973916	8.036807321	5.755020385	Monocytes-
204147_s_at	TFDP1	9.51355669	7.669421681	6.336852232	7.091057184	6.662210951	6.755123074	Monocytes-
204148_s_at	POMZP3	9.232652666	7.766387411	8.192380635	7.987693583	7.652785535	6.74741439	Monocytes-
204150_at	STAB1	10.34951787	6.412454593	5.523100284	6.19767672	6.585835702	6.504518319	Monocytes-
204151_x_at	AKR1C1	9.484305624	7.865417843	8.049513779	6.768543301	7.746824552	5.051601625	Monocytes-
204155_s_at	SIK3	9.791440786	9.480927335	8.770298673	7.006119856	8.744402515	7.238392672	Monocytes-
204157_s_at	SIK3	10.75400071	9.680924574	9.382157786	7.148785223	9.864296113	7.694571174	Monocytes-
204166_at	SBNO2	9.280756811	6.360855196	7.121380589	5.574037743	7.535713471	5.460992726	Monocytes-
204178_s_at	RBM14	11.261895	9.511170969	9.764810573	8.57667543	7.584624929	8.295409764	Monocytes-
204180_s_at	ZBTB43	10.2104746	8.507124126	9.049601407	8.15855285	9.698474458	8.521283771	Monocytes-
204181_s_at	ZBTB43	10.88534671	8.922803593	9.504708844	8.179299075	8.881914316	9.043400793	Monocytes-
204188_s_at	RARG	8.674964415	6.156286199	6.313237211	4.355265965	6.54874815	4.483402745	Monocytes-
204189_at	RARG	8.451981699	6.457658627	7.145514073	5.258617625	7.851487581	5.444376464	Monocytes-
204195_s_at	PKNOX1	8.827083406	6.913360045	7.477071756	7.673704934	7.554794505	7.234303332	Monocytes-
204200_s_at	PDGFB	7.64161523	4.554938978	5.179263977	5.046032727	5.613702393	4.163577434	Monocytes-
204203_at	CEBPG	10.65121853	9.462298825	9.519225358	8.777289199	9.529809639	9.200985934	Monocytes-
204204_at	SLC31A2	11.99737053	6.718085741	7.890834206	5.507861505	7.904842362	8.811145661	Monocytes-
204214_s_at	RAB32	12.07855647	7.498588669	7.922368516	7.093821786	9.459243607	9.545339026	Monocytes-
204217_s_at	RTN2	7.187668069	6.100219948	5.214536988	4.088228251	5.368647492	4.313399504	Monocytes-
204222_s_at	GLIPR1	13.12782323	10.20817161	10.40370593	11.9079342	10.31298079	11.91041337	Monocytes-
204227_s_at	TK2	8.911827719	7.717359752	7.816076335	7.692065087	8.289369094	7.703010734	Monocytes-
204232_at	FCER1G	15.40506304	8.500883505	8.969181798	13.60749739	11.5691316	13.33784404	Monocytes-
204233_s_at	CHKA	9.524355123	7.294055806	6.083293355	6.084097521	8.625598699	6.828079268	Monocytes-
204253_s_at	VDR	10.30031495	7.469211459	6.175086148	5.916213801	6.508370217	5.87394285	Monocytes-
204255_s_at	VDR	11.6008964	7.877923108	7.890413692	4.238768126	8.592768156	7.730464318	Monocytes-
204258_at	CHD1	12.50251658	11.01125666	11.62860322	8.425418166	10.31807033	9.38493308	Monocytes-
204268_at	S100A2	9.139245917	5.487357057	5.215300589	6.54150552	5.472345528	6.416550462	Monocytes-
204271_s_at	EDNRB	9.095722058	6.071933197	6.067085616	5.382277684	7.044061933	5.974497141	Monocytes-
204273_at	EDNRB	6.011052705	3.16327518	2.407718498	3.856049329	3.924870098	4.167231153	Monocytes-
204277_s_at	TK2	7.929846175	5.408615765	5.999662242	6.775764346	6.163047788	7.044109957	Monocytes-
204306_s_at	CD151	10.03048609	5.636205849	6.234114092	4.980312615	7.81858836	8.100074368	Monocytes-
204347_at	AK3L1	9.350356794	5.35977604	6.91550474	5.52021338	6.44658849	4.368830275	Monocytes-
204348_s_at	AK3L1	10.82513016	6.55815365	6.93763564	6.214329581	6.738817874	5.783387824	Monocytes-
204359_at	FLRT2	6.59583604	5.6772286	4.53671854	4.723417149	5.395359647	4.929188759	Monocytes-
204363_at	F3	10.49282351	4.805953738	4.101218015	4.52618832	5.809515887	4.302537355	Monocytes-
204385_at	KYNU	13.98941945	9.209537413	6.685065971	9.253365362	7.655964069	9.470064571	Monocytes-
204415_at	IFI6	10.94381348	8.174761085	9.394981867	4.897804772	9.81979116	7.867555543	Monocytes-
204420_at	FOSL1	10.09365604	5.644455802	5.28208623	5.359820088	6.713055156	6.009988805	Monocytes-
204435_at	NUPL1	11.43513798	9.466897414	10.32941252	5.62161561	9.054217834	5.938342436	Monocytes-
204436_at	PLEKHO2	13.16744664	9.654245861	9.178005823	7.765049801	9.640217761	8.875257996	Monocytes-
204440_at	CD83	14.92628558	12.76919071	10.44652441	10.14377602	11.70190942	11.97135801	Monocytes-
204452_s_at	FZD1	7.698616591	5.085255782	4.436883514	5.618333497	4.970162173	6.099719233	Monocytes-
204466_s_at	SNCA	9.329823864	6.853555658	6.735676574	8.548110666	7.587441886	7.656870381	Monocytes-
204470_at	CXCL1	12.45111165	6.679254101	6.369935939	3.392745314	7.116039051	3.623768022	Monocytes-
204472_at	GEM	12.25429003	8.429687703	7.164751668	5.216854736	9.257699763	5.728959408	Monocytes-
204475_at	MMP1	7.424636028	3.800611236	3.64540568	2.60608167	4.287036178	2.644455818	Monocytes-
204482_at	CLDN5	7.29332731	5.361043684	5.918981153	4.599903998	5.941873874	3.422671283	Monocytes-
204489_s_at	CD44	14.32374054	11.08772579	12.23123467	11.12092607	12.11493423	11.58295158	Monocytes-
204490_s_at	CD44	14.15387639	10.43107954	11.06796696	11.62613809	10.61488881	11.92059548	Monocytes-
204493_at	BID	13.69028632	8.363681805	8.414341515	9.484210214	10.88002059	10.70897019	Monocytes-
204494_s_at	C15orf39	11.16725695	8.978198379	8.297589024	9.421426145	8.929136883	9.460249131	Monocytes-
204506_at	PPP3R1	9.745057453	8.635645756	8.086553819	7.540028116	9.397907091	6.453864619	Monocytes-
204512_at	HIVEP1	11.69642635	9.49380734	9.586782205	8.974767585	9.496917049	6.320452545	Monocytes-
204523_at	ZNF140	9.834622823	9.032112858	8.745112869	6.085602416	8.573534523	5.084622336	Monocytes-
204527_at	MYO5A	10.57604064	9.504067743	9.609710152	8.637535972	8.947676517	8.60043549	Monocytes-
204533_at	CXCL10	12.45547377	7.570859373	6.73936157	5.342116969	7.947006943	4.965776233	Monocytes-
204543_at	RAPGEF1	9.09162463	6.785653228	4.623903901	7.61717678	5.111401696	7.799294592	Monocytes-
204544_at	HPS5	11.08949055	9.888475395	9.182283705	7.842393912	9.423773027	8.617620356	Monocytes-
204546_at	KIAA0513	10.42676876	6.478006211	8.412318333	9.274892961	9.572685363	8.543945794	Monocytes-
204566_at	PPM1D	10.6414271	9.388865372	9.810889413	7.664429071	8.845181026	8.210262814	Monocytes-
204567_s_at	ABCG1	11.32557166	8.622637421	9.491023811	7.802320077	8.880692367	5.891682527	Monocytes-
204570_at	COX7A1	5.364669628	4.274638171	3.920786042	4.293992372	5.551413937	3.337219778	Monocytes-
204575_s_at	MMP19	13.13391383	4.18520029	3.087993852	2.761146673	4.618311228	2.028733132	Monocytes-
204592_at	LLGL1	6.912454827	5.317890831	5.100338941	5.340749859	4.803213848	4.811530279	Monocytes-
204601_at	N4BP1	11.50052181	8.401708445	9.844867746	6.812586873	9.179081899	7.705704103	Monocytes-
204614_at	SERPINB2	14.52304012	5.763691618	5.651677437	3.174608355	6.375444194	3.147725681	Monocytes-
204618_s_at	GABPAP	10.95820741	9.839617581	9.765505511	8.963776885	9.950745809	8.628614579	Monocytes-
204622_x_at	NR4A2	11.54221552	9.766238528	10.27482064	7.30414422	9.379321053	10.59399757	Monocytes-
204625_s_at	ITGB3	6.743173786	5.709171584	4.504977603	5.000737386	5.381140921	4.464658111	Monocytes-
204627_s_at	ITGB3	9.35010367	6.246040732	5.244934303	5.467786733	5.199947499	5.296741683	Monocytes-
204629_at	PARVB	9.639884823	8.800858622	7.046437294	8.424589846	6.792336346	7.588605423	Monocytes-
204639_at	ADA	12.95369419	9.647294745	10.80581424	9.811817384	11.79124146	7.719940772	Monocytes-
204647_at	HOMER3	11.45054881	6.597233533	6.479620337	4.663054104	6.989827529	4.995881974	Monocytes-
204648_at	NPR1	6.932752585	6.298693809	5.844811111	5.037753718	5.609666239	5.075583293	Monocytes-
204658_at	TRA2A	12.82948791	10.9810019	10.74271795	11.47382976	10.49461288	11.16072005	Monocytes-
204668_at	RNF24	8.312377682	6.128397274	6.839797554	4.676409261	6.897284882	7.074633489	Monocytes-
204669_s_at	RNF24	10.23534846	5.59444072	8.358107343	4.448141881	9.000716433	6.223127334	Monocytes-
204670_x_at	HLA-DRB1	15.81673059	14.67568035	11.88655816	13.48577397	11.86811354	14.26588688	Monocytes-
204677_at	CDH5	7.124201278	4.939158047	4.252452574	6.242961702	4.736992781	5.448510367	Monocytes-
204702_s_at	NFE2L3	8.997625068	7.507940466	7.901120611	7.524897784	8.767568685	7.80972099	Monocytes-
204715_at	PANX1	10.32689332	8.478663238	8.320625983	7.527123909	8.290733451	7.462175387	Monocytes-
204729_s_at	STX1A	9.187534435	6.852865082	7.751304589	6.136523804	8.619926528	5.75120129	Monocytes-
204745_x_at	MT1G	12.03073251	8.596574369	9.637828343	6.461819319	9.005075725	6.953061411	Monocytes-
