gene_symbol	Day 4	Day 7	Day 28
GDPD4	0	0	0
GDPD5	0	0	0
GEFT	0	0	0
GEM	0	0	0
GEMIN4	0	0	0
GEMIN5	0	0	0
GEMIN6	1	0	0
GEMIN7	0	0	0
GEMIN8	0	0	0
GEN1	0	0	0
GFAP	0	0	0
GFER	0	0	0
GFI1	0	0	0
GFI1B	0	0	0
GFM1	0	0	0
GFM2	0	0	0
GFOD1	0	0	0
GFOD2	0	0	0
GFPT1	0	0	0
GFPT2	0	0	0
GFRA1	0	0	0
GFRA2	0	0	0
GFRA3	0	0	0
GFRA4	0	0	0
GFRAL	0	0	0
GGA1	0	0	0
GGA2	0	0	0
GGA3	0	0	0
GGCT	0	0	0
GGCX	0	0	0
GGH	0	0	0
GGN	0	0	0
GGNBP1	0	0	0
GGNBP2	0	0	0
GGPS1	0	0	0
GGT1	0	0	0
GGT2	0	0	0
GGT3	0	0	0
GGT3P	0	0	0
GGT5	0	0	0
GGT6	0	0	0
GGT7	0	0	0
GGT8P	0	0	0
GGTA1	0	0	0
GGTL3	0	0	0
GGTLC1	0	0	0
GGTLC2	0	0	0
GH1	0	0	0
GH2	0	0	0
GHDC	0	0	0
GHITM	0	0	0
GHR	0	0	0
GHRH	0	0	0
GHRHR	0	0	0
GHRL	0	0	0
GHRLOS	0	0	0
GHSR	0	0	0
GIF	0	0	0
GIGYF1	0	0	0
GIGYF2	0	0	0
GIMAP1	1	0	0
GIMAP2	0	0	0
GIMAP4	1	0	0
GIMAP5	0	0	0
GIMAP6	1	0	0
GIMAP7	1	0	0
GIMAP8	0	0	0
GIN1	0	0	0
GINS1	0	0	0
GINS2	0	0	0
GINS3	0	0	0
GINS4	0	0	0
GIP	0	0	0
GIPC1	0	0	0
GIPC2	0	0	0
GIPC3	0	0	0
GIPR	0	0	0
GIT1	0	0	0
GIT2	0	0	0
GIYD1	0	0	0
GIYD2	0	0	0
GJA1	0	0	0
GJA10	0	0	0
GJA3	0	0	0
GJA4	0	0	0
GJA5	0	0	0
GJA8	0	0	0
GJA9	0	0	0
GJB1	0	0	0
GJB2	0	0	0
GJB3	0	0	0
GJB4	0	0	0
GJB5	0	0	0
GJB6	0	0	0
GJB7	0	0	0
GJC1	0	0	0
GJC2	0	0	0
GJC3	0	0	0
GJD2	0	0	0
GJD3	0	0	0
GJD4	0	0	0
GK	0	0	0
GK2	0	0	0
GK5	0	0	0
GKAP1	0	0	0
GKN1	0	0	0
GKN2	0	0	0
GLA	0	0	0
GLB1	0	0	0
GLB1L	0	0	0
GLB1L2	0	0	0
GLB1L3	0	0	0
GLCCI1	0	0	0
GLCE	0	0	0
GLDC	0	0	0
GLDN	0	0	0
GLE1	0	0	0
GLG1	0	0	0
GLI1	0	0	0
GLI2	0	0	0
GLI3	0	0	0
GLI4	0	0	0
GLIPR1	1	0	0
GLIPR1L1	0	0	0
GLIPR1L2	0	0	0
GLIPR2	0	0	0
GLIS1	0	0	0
GLIS2	0	0	0
GLIS3	0	0	0
GLMN	0	0	0
GLO1	0	0	0
GLOD4	0	0	0
GLOD5	0	0	0
GLP1R	0	0	0
GLP2R	0	0	0
GLRA1	0	0	0
GLRA2	0	0	0
GLRA3	0	0	0
GLRA4	0	0	0
GLRB	0	0	0
GLRX	0	0	0
GLRX2	0	0	0
GLRX3	0	0	0
GLRX5	0	0	0
GLS	0	0	0
GLS2	0	0	0
GLT1D1	0	0	0
GLT25D1	0	0	0
GLT25D2	0	0	0
GLT6D1	0	0	0
GLT8D1	0	0	0
GLT8D2	0	0	0
GLTP	0	0	0
GLTPD1	0	0	0
GLTPD2	0	0	0
GLTSCR1	0	0	0
GLTSCR2	0	0	0
GLUD1	0	0	0
GLUD2	0	0	0
GLUL	0	0	0
GLYAT	0	0	0
GLYATL1	0	0	0
GLYATL2	0	0	0
GlyBP	0	0	0
GLYCAM1	0	0	0
GLYCTK	0	0	0
gm127	0	0	0
GM2A	0	0	0
GMCL1	0	0	0
GMCL1L	0	0	0
GMDS	0	0	0
GMEB1	0	0	0
GMEB2	0	0	0
GMFB	0	0	0
GMFG	0	0	0
GMIP	0	0	0
GML	0	0	0
GMNN	0	0	0
GMPPA	0	0	0
GMPPB	0	0	0
GMPR	0	0	0
GMPR2	0	0	0
GMPS	0	0	0
GNA11	0	0	0
GNA12	0	0	0
GNA13	0	0	0
GNA14	0	0	0
GNA15	0	0	0
GNAI1	0	0	0
GNAI2	0	0	0
GNAI3	0	0	0
GNAL	0	0	0
GNAO1	0	0	0
GNAQ	0	0	0
GNAS	0	0	0
GNASAS	0	0	0
GNAT1	0	0	0
GNAT2	0	0	0
GNAT3	0	0	0
GNAZ	0	0	0
GNB1	0	0	0
GNB1L	0	0	0
GNB2	0	0	0
GNB2L1	0	0	0
GNB3	0	0	0
GNB4	0	0	0
GNB5	0	0	0
GNE	0	0	0
GNG10	0	0	0
GNG11	0	0	0
GNG12	0	0	0
GNG13	0	0	0
GNG2	0	0	0
GNG3	0	0	0
GNG4	0	0	0
GNG5	0	0	0
GNG7	0	0	0
GNG8	0	0	0
GNGT1	0	0	0
GNGT2	0	0	0
GNL1	0	0	0
GNL2	0	0	0
GNL3	0	0	0
GNL3L	0	0	0
GNLY	0	0	0
GNMT	0	0	0
GNPAT	0	0	0
GNPDA1	0	0	0
GNPDA2	0	0	0
GNPNAT1	0	0	0
GNPTAB	0	0	0
GNPTG	0	0	0
GNRH1	0	0	0
GNRH2	0	0	0
GNRHR	0	0	0
GNRHR2	0	0	0
GNS	0	0	0
GOLGA1	0	0	0
GOLGA2	0	0	0
GOLGA2L1	0	0	0
GOLGA2LY1	0	0	0
GOLGA2LY2	0	0	0
GOLGA3	0	0	0
GOLGA4	0	0	0
GOLGA5	0	0	0
GOLGA6	0	0	0
GOLGA6A	0	0	0
GOLGA6B	0	0	0
GOLGA7	0	0	0
GOLGA7B	0	0	0
GOLGA8A	0	0	0
GOLGA8B	0	0	0
GOLGA8E	0	0	0
GOLGA8F	0	0	0
GOLGA8G	0	0	0
GOLGA9P	0	0	0
GOLGB1	0	0	0
GOLIM4	0	0	0
GOLM1	0	0	0
GOLPH3	0	0	0
GOLPH3L	0	0	0
GOLPH4	0	0	0
GOLSYN	0	0	0
GOLT1A	0	0	0
GOLT1B	0	0	0
GON4L	0	0	0
GOPC	0	0	0
GORASP1	0	0	0
GORASP2	0	0	0
GOSR1	0	0	0
GOSR2	0	0	0
GOT1	0	0	0
GOT1L1	0	0	0
GOT2	0	0	0
GP1BA	0	0	0
GP2	0	0	0
GP5	0	0	0
GP6	0	0	0
GP9	0	0	0
GPA33	0	0	0
GPAA1	0	0	0
GPAM	0	0	0
GPAT2	0	0	0
GPATC4	0	0	0
GPATCH1	0	0	0
GPATCH2	0	0	0
GPATCH3	0	0	0
GPATCH4	0	0	0
GPATCH8	0	0	0
GPBAR1	0	0	0
GPBP1	0	0	0
GPBP1L1	0	0	0
GPC1	0	0	0
GPC2	0	0	0
GPC3	0	0	0
GPC4	0	0	0
GPC5	0	0	0
GPC6	0	0	0
GPD1	0	0	0
GPD1L	0	0	0
GPD2	0	0	0
GPER	0	0	0
GPHA2	0	0	0
GPHB5	0	0	0
GPHN	0	0	0
GPI	0	0	0
GPIHBP1	0	0	0
GPKOW	0	0	0
GPLD1	0	0	0
GPM6A	0	0	0
GPM6B	0	0	0
GPN1	0	0	0
GPN2	0	0	0
GPN3	0	0	0
GPNMB	0	0	0
GPR1	0	0	0
GPR101	0	0	0
GPR103	0	0	0
GPR107	0	0	0
GPR108	0	0	0
GPR109A	0	0	0
GPR109B	0	0	0
GPR110	0	0	0
GPR111	0	0	0
GPR112	0	0	0
GPR113	0	0	0
GPR114	0	0	0
GPR115	0	0	0
GPR116	0	0	0
GPR119	0	0	0
GPR12	0	0	0
GPR120	0	0	0
GPR123	0	0	0
GPR124	0	0	0
GPR125	0	0	0
GPR126	0	0	0
GPR128	0	0	0
GPR132	0	0	0
GPR133	0	0	0
GPR135	0	0	0
GPR137	0	0	0
GPR137B	0	0	0
GPR137C	0	0	0
GPR139	0	0	0
GPR141	0	0	0
GPR142	0	0	0
GPR143	0	0	0
GPR144	0	0	0
GPR146	0	0	0
GPR148	0	0	0
GPR149	0	0	0
GPR15	0	0	0
GPR150	0	0	0
GPR151	0	0	0
GPR152	0	0	0
GPR153	0	0	0
GPR155	0	0	0
GPR156	0	0	0
GPR157	0	0	0
GPR158	0	0	0
GPR158L1	0	0	0
GPR160	0	0	0
GPR161	0	0	0
GPR162	0	0	0
GPR17	0	0	0
GPR171	0	0	0
GPR172A	0	0	0
GPR172B	0	0	0
GPR173	0	0	0
GPR174	0	0	0
GPR175	0	0	0
GPR176	0	0	0
GPR177	0	0	0
GPR179	0	0	0
GPR18	1	0	0
GPR180	0	0	0
GPR182	0	0	0
GPR183	0	0	0
GPR19	0	0	0
GPR20	0	0	0
GPR21	0	0	0
GPR22	0	0	0
GPR25	0	0	0
GPR26	0	0	0
GPR27	0	0	0
GPR3	0	0	0
GPR31	0	0	0
GPR32	0	0	0
GPR34	0	0	0
GPR35	0	0	0
GPR37	0	0	0
GPR37L1	0	0	0
GPR39	0	0	0
GPR4	0	0	0
GPR42	0	0	0
GPR44	0	0	0
GPR45	0	0	0
GPR50	0	0	0
GPR52	0	0	0
GPR55	0	0	0
GPR56	0	0	0
GPR6	0	0	0
GPR61	0	0	0
GPR62	0	0	0
GPR63	0	0	0
GPR64	0	0	0
GPR65	0	0	0
GPR68	1	1	0
GPR75	0	0	0
GPR77	0	0	0
GPR78	0	0	0
GPR81	0	0	0
GPR82	0	0	0
GPR83	0	0	0
GPR84	0	0	0
GPR85	0	0	0
GPR87	0	0	0
GPR88	0	0	0
GPR89A	0	0	0
GPR89B	0	0	0
GPR89C	0	0	0
GPR97	0	0	0
GPR98	0	0	0
GPRASP1	0	0	0
GPRASP2	0	0	0
GPRC5A	0	0	0
GPRC5B	0	0	0
GPRC5C	0	0	0
GPRC5D	0	0	0
GPRC6A	0	0	0
GPRIN1	0	0	0
GPRIN2	0	0	0
GPRIN3	0	0	0
GPS1	0	0	0
GPS2	0	0	0
GPSM1	0	0	0
GPSM2	0	0	0
GPSM3	0	0	0
GPT	0	0	0
GPT2	0	0	0
GPX1	0	0	0
GPX2	0	0	0
GPX3	0	0	0
GPX4	0	0	0
GPX5	0	0	0
GPX6	0	0	0
GPX7	0	0	0
GPX8	0	0	0
GRAMD1A	0	0	0
GRAMD1B	0	0	0
GRAMD1C	0	0	0
GRAMD2	0	0	0
GRAMD3	0	0	0
GRAMD4	1	0	0
GRAP	0	0	0
GRAP2	0	0	0
GRASP	0	0	0
GRB10	0	0	0
GRB14	0	0	0
GRB2	0	0	0
GRB7	0	0	0
GREB1	0	0	0
GREM1	0	0	0
GREM2	0	0	0
GRHL1	0	0	0
GRHL2	0	0	0
GRHL3	0	0	0
GRHPR	0	0	0
GRIA1	0	0	0
GRIA2	0	0	0
GRIA3	0	0	0
GRIA4	0	0	0
GRID1	0	0	0
GRID2	0	0	0
GRIK1	0	0	0
GRIK2	0	0	0
GRIK3	0	0	0
GRIK4	0	0	0
GRIK5	0	0	0
GRIN1	0	0	0
GRIN2A	0	0	0
GRIN2B	0	0	0
GRIN2C	0	0	0
GRIN2D	0	0	0
GRIN3A	0	0	0
GRIN3B	0	0	0
GRINA	0	0	0
GRINL1A	0	0	0
GRIP1	0	0	0
GRIP2	0	0	0
GRIPAP1	0	0	0
GRK1	0	0	0
GRK4	0	0	0
GRK5	0	0	0
GRK6	0	0	0
GRK7	0	0	0
GRLF1	0	0	0
GRM1	0	0	0
GRM2	0	0	0
GRM3	0	0	0
GRM4	0	0	0
GRM5	0	0	0
GRM6	0	0	0
GRM7	0	0	0
GRM8	0	0	0
GRN	1	0	0
GRP	0	0	0
GRPEL1	0	0	0
GRPEL2	0	0	0
GRPR	0	0	0
GRRP1	0	0	0
GRSF1	0	0	0
GRTP1	0	0	0
GRWD1	0	0	0
GRXCR1	0	0	0
GRXCR2	0	0	0
GS85	0	0	0
GSC	0	0	0
GSC2	0	0	0
GSDM1	0	0	0
GSDMA	0	0	0
GSDMB	0	0	0
GSDMC	0	0	0
GSDMD	0	0	0
GSG1	0	0	0
GSG1L	0	0	0
GSG2	0	0	0
GSK3A	0	0	0
GSK3B	0	0	0
GSN	0	0	0
GSPT1	0	0	0
GSPT2	0	0	0
GSR	0	0	0
GSS	0	0	0
GSTA1	0	0	0
GSTA2	0	0	0
GSTA3	0	0	0
GSTA4	0	0	0
GSTA5	0	0	0
GSTCD	0	0	0
GSTK1	0	0	0
GSTM1	0	0	0
GSTM1L	0	0	0
GSTM2	0	0	0
GSTM3	0	0	0
GSTM4	0	0	0
GSTM5	0	0	0
GSTO1	0	0	0
GSTO2	0	0	0
GSTP1	0	0	0
GSTT1	0	0	0
GSTT2	0	0	0
GSTT2B	0	0	0
GSTTP1	0	0	0
GSTTP2	0	0	0
GSTZ1	0	0	0
GSX1	0	0	0
GSX2	0	0	0
GTDC1	0	0	0
GTF2A1	0	0	0
GTF2A1L	0	0	0
GTF2A2	0	0	0
GTF2B	1	0	0
GTF2E1	0	0	0
GTF2E2	0	0	0
GTF2F1	0	0	0
GTF2F2	0	0	0
GTF2H1	0	0	0
GTF2H2	0	0	0
GTF2H2B	0	0	0
GTF2H2D	0	0	0
GTF2H3	0	0	0
GTF2H4	0	0	0
GTF2H5	0	0	0
GTF2I	0	0	0
GTF2IP1	0	0	0
GTF2IRD1	0	0	0
GTF2IRD2	0	0	0
GTF2IRD2B	0	0	0
GTF2IRD2P	0	0	0
GTF3A	0	0	0
GTF3C1	0	0	0
GTF3C2	0	0	0
GTF3C3	0	0	0
GTF3C4	0	0	0
GTF3C5	0	0	0
GTF3C6	0	0	0
GTPBP1	0	0	0
GTPBP10	0	0	0
GTPBP2	0	0	0
GTPBP3	0	0	0
GTPBP4	0	0	0
GTPBP5	0	0	0
GTPBP6	0	0	0
GTPBP8	0	0	0
GTSCR1	0	0	0
GTSE1	0	0	0
GTSF1	0	0	0
GTSF1L	0	0	0
GUCA1A	0	0	0
GUCA1B	0	0	0
GUCA1C	0	0	0
GUCA2A	0	0	0
GUCA2B	0	0	0
GUCY1A2	0	0	0
GUCY1A3	0	0	0
GUCY1B2	0	0	0
GUCY1B3	0	0	0
GUCY2C	0	0	0
GUCY2D	0	0	0
GUCY2E	0	0	0
GUCY2F	0	0	0
GUCY2G	0	0	0
GUF1	0	0	0
GUK1	0	0	0
GULP1	0	0	0
GUSB	0	0	0
GUSBL1	0	0	0
GUSBL2	0	0	0
GVIN1	0	0	0
GXYLT1	0	0	0
GXYLT2	0	0	0
GYG1	0	0	0
GYG2	0	0	0
GYLTL1B	0	0	0
GYPA	0	0	0
GYPB	0	0	0
GYPC	0	0	0
GYPE	0	0	0
GYS1	0	0	0
GYS2	0	0	0
GZF1	0	0	0
GZMA	0	0	0
GZMB	0	0	0
GZMH	0	0	0
GZMK	0	0	0
GZMM	0	0	0
H19	0	0	0
H1F0	0	0	0
H1FNT	0	0	0
H1FOO	0	0	0
H1FX	-1	0	0
H2AFB1	0	0	0
H2AFB2	0	0	0
H2AFB3	0	0	0
H2AFJ	0	0	0
H2AFV	0	0	0
H2AFX	0	0	0
H2AFY	0	0	0
H2AFY2	0	0	0
H2AFZ	0	0	0
H2BFM	0	0	0
H2BFWT	0	0	0
H2BFXP	0	0	0
H3F3A	0	0	0
H3F3B	-1	0	0
H6PD	0	0	0
HAAO	0	0	0
HABP2	0	0	0
HABP4	0	0	0
HACE1	0	0	0
HACL1	0	0	0
HADH	0	0	0
HADH2	0	0	0
HADHA	0	0	0
HADHB	0	0	0
HAGH	0	0	0
HAGHL	0	0	0
HAL	0	0	0
HAMP	0	0	0
HAND1	0	0	0
HAND2	0	0	0
HAO1	0	0	0
HAO2	0	0	0
HAP1	0	0	0
HAPLN1	0	0	0
HAPLN2	0	0	0
HAPLN3	0	0	0
HAPLN4	0	0	0
HAR1A	0	0	0
HAR1B	0	0	0
HARBI1	0	0	0
HARS	0	0	0
HARS2	0	0	0
HAS1	0	0	0
HAS2	0	0	0
HAS2AS	0	0	0
HAS3	0	0	0
HAT1	0	0	0
HAUS4	0	0	0
HAUS5	0	0	0
HAUS6	0	0	0
HAUS8	0	0	0
HAVCR1	0	0	0
HAVCR2	0	0	0
HAX1	0	0	0
HBA1	0	0	0
HBA2	0	0	0
HBB	0	0	0
HBBP1	0	0	0
HBD	0	0	0
HBE1	0	0	0
HBEGF	0	0	0
HBG1	0	0	0
HBG2	0	0	0
HBII-52-45	0	0	0
HBM	0	0	0
HBP1	0	0	0
HBQ1	0	0	0
HBS1L	0	0	0
HBXIP	0	0	0
HBZ	0	0	0
HCCA2	0	0	0
HCCS	1	0	0
HCFC1	0	0	0
HCFC1R1	0	0	0
HCFC2	0	0	0
HCG18	0	0	0
HCG22	0	0	0
HCG26	0	0	0
HCG27	0	0	0
HCG2P7	0	0	0
HCG3	0	0	0
HCG4	0	0	0
HCG4P6	0	0	0
HCG8	0	0	0
HCG9	0	0	0
HCK	0	0	0
HCLS1	0	0	0
HCN1	0	0	0
HCN2	0	0	0
HCN3	0	0	0
HCN4	0	0	0
HCP5	1	0	0
HCRP1	0	0	0
HCRT	0	0	0
HCRTR1	0	0	0
HCRTR2	0	0	0
HCST	0	0	0
HDAC1	0	0	0
HDAC10	0	0	0
HDAC11	0	0	0
HDAC2	0	0	0
HDAC3	0	0	0
HDAC4	0	0	0
HDAC5	0	0	0
HDAC6	0	0	0
HDAC7	0	0	0
HDAC7A	0	0	0
HDAC8	0	0	0
HDAC9	0	0	0
HDC	0	0	0
HDDC2	0	0	0
HDDC3	0	0	0
HDGF	0	0	0
HDGF2	0	0	0
HDGFL1	0	0	0
HDGFRP3	0	0	0
HDHD1A	0	0	0
HDHD2	0	0	0
HDHD3	0	0	0
HDLBP	0	0	0
HDX	0	0	0
HEATR1	1	0	0
HEATR2	0	0	0
HEATR3	0	0	0
HEATR4	0	0	0
HEATR5A	0	0	0
HEATR5B	0	0	0
HEATR6	0	0	0
HEATR7A	0	0	0
HEATR7B2	0	0	0
HEBP1	0	0	0
HEBP2	0	0	0
HECA	0	0	0
HECTD1	0	0	0
HECTD2	0	0	0
HECTD3	0	0	0
HECW1	0	0	0
HECW2	0	0	0
HEG1	0	0	0
HELB	0	0	0
HELLS	0	0	0
HELQ	0	0	0
HELT	0	0	0
HELZ	0	0	0
HEMGN	0	0	0
HEMK1	0	0	0
HEPACAM	0	0	0
HEPACAM2	0	0	0
HEPH	0	0	0
HEPHL1	0	0	0
HEPN1	0	0	0
HERC1	0	0	0
HERC2	0	0	0
HERC2P2	0	0	0
HERC2P4	0	0	0
HERC3	0	0	0
HERC4	0	0	0
HERC5	0	0	0
HERC6	0	0	0
HERPUD1	1	0	0
HERPUD2	0	0	0
HERV-FRD	0	0	0
HES1	0	0	0
HES2	0	0	0
HES3	0	0	0
HES4	0	0	0
HES5	0	0	0
HES6	0	0	0
HES7	0	0	0
HESX1	0	0	0
HEXA	0	0	0
HEXB	0	0	0
HEXDC	0	0	0
HEXIM1	0	0	0
HEXIM2	0	0	0
HEY1	0	0	0
HEY2	0	0	0
HEYL	0	0	0
HFE	0	0	0
HFE2	0	0	0
HFM1	0	0	0
HGD	0	0	0
HGF	0	0	0
HGFAC	0	0	0
HGS	0	0	0
HGSNAT	0	0	0
HHAT	0	0	0
HHATL	0	0	0
HHCM	0	0	0
HHEX	0	0	0
HHIP	0	0	0
HHIPL1	0	0	0
HHIPL2	0	0	0
HHLA1	0	0	0
HHLA2	0	0	0
HHLA3	0	0	0
HIAT1	0	0	0
HIATL1	0	0	0
HIATL2	0	0	0
HIBADH	0	0	0
HIBCH	0	0	0
HIC1	0	0	0
HIC2	0	0	0
HIF1A	0	0	0
HIF1AN	0	0	0
HIF3A	0	0	0
HIGD1A	0	0	0
HIGD1B	0	0	0
HIGD1C	0	0	0
HIGD2A	0	0	0
HIGD2B	0	0	0
HILS1	0	0	0
HINFP	0	0	0
HINT1	0	0	0
HINT2	0	0	0
HINT3	0	0	0
HIP1	0	0	0
HIP1R	0	0	0
HIP2	0	0	0
HIPK1	0	0	0
HIPK2	0	0	0
HIPK3	0	0	0
HIPK4	0	0	0
HIRA	0	0	0
HIRIP3	0	0	0
HISPPD1	0	0	0
HISPPD2A	0	0	0
HIST1H1A	0	0	0
HIST1H1B	0	0	0
HIST1H1C	0	0	0
HIST1H1D	0	0	0
HIST1H1E	0	0	0
HIST1H1T	0	0	0
HIST1H2AA	0	0	0
HIST1H2AB	0	0	0
HIST1H2AC	0	0	0
HIST1H2AD	0	0	0
HIST1H2AE	0	0	0
HIST1H2AG	0	0	0
HIST1H2AH	0	0	0
HIST1H2AI	0	0	0
HIST1H2AJ	0	0	0
HIST1H2AK	0	0	0
HIST1H2AL	0	0	0
HIST1H2AM	0	0	0
HIST1H2BA	0	0	0
HIST1H2BB	0	0	0
HIST1H2BC	0	0	0
HIST1H2BD	0	0	0
HIST1H2BE	0	0	0
HIST1H2BF	0	0	0
HIST1H2BG	0	0	0
HIST1H2BH	0	0	0
HIST1H2BI	0	0	0
HIST1H2BJ	0	0	0
HIST1H2BK	0	0	0
HIST1H2BL	0	0	0
HIST1H2BM	0	0	0
HIST1H2BN	0	0	0
HIST1H2BO	0	0	0
HIST1H3A	0	0	0
HIST1H3B	0	0	0
HIST1H3C	0	0	0
HIST1H3D	0	0	0
HIST1H3E	0	0	0
HIST1H3F	0	0	0
HIST1H3G	0	0	0
HIST1H3H	0	0	0
HIST1H3I	0	0	0
HIST1H3J	0	0	0
HIST1H4A	0	0	0
HIST1H4B	0	0	0
HIST1H4C	0	0	0
HIST1H4D	0	0	0
HIST1H4E	0	0	0
HIST1H4F	0	0	0
HIST1H4G	0	0	0
HIST1H4H	0	0	0
HIST1H4I	0	0	0
HIST1H4J	0	0	0
HIST1H4K	0	0	0
HIST1H4L	0	0	0
HIST2H2AA3	0	0	0
HIST2H2AA4	0	0	0
HIST2H2AB	0	0	0
HIST2H2AC	-1	0	0
HIST2H2BE	0	0	0
HIST2H2BF	0	0	0
HIST2H3A	0	0	0
HIST2H3C	0	0	0
HIST2H3D	0	0	0
HIST2H4A	0	0	0
HIST2H4B	0	0	0
HIST3H2A	0	0	0
HIST3H2BB	0	0	0
HIST3H3	0	0	0
HIST4H4	0	0	0
HIT-40	0	0	0
HIVEP1	0	0	0
HIVEP2	0	0	0
HIVEP3	0	0	0
HJURP	0	0	0
HK1	0	0	0
HK2	0	0	0
HK3	0	0	0
HKDC1	0	0	0
HKR1	0	0	0
HLA-A	0	0	0
HLA-A29.1	0	0	0
HLA-B	0	0	0
HLA-C	0	0	0
HLA-DMA	0	0	0
HLA-DMB	0	0	0
HLA-DOA	0	0	0
HLA-DOB	0	0	0
HLA-DPA1	0	0	0
HLA-DPB1	0	0	0
HLA-DPB2	0	0	0
HLA-DQA1	0	0	0
HLA-DQA2	0	0	0
HLA-DQB1	0	0	0
HLA-DQB2	0	0	0
HLA-DRA	0	0	0
HLA-DRB1	0	0	0
HLA-DRB3	0	0	0
HLA-DRB4	0	0	0
HLA-DRB5	0	0	0
HLA-DRB6	0	0	0
HLA-E	0	0	0
HLA-F	0	0	0
HLA-G	0	0	0
HLA-H	0	0	0
HLCS	0	0	0
HLF	0	0	0
HLTF	0	0	0
HLX	0	0	0
HLXB9	0	0	0
HM13	0	0	0
HMBOX1	0	0	0
HMBS	0	0	0
HMCN1	0	0	0
HMG20A	0	0	0
HMG20B	0	0	0
HMGA1	0	0	0
HMGA2	0	0	0
HMGB1	-1	0	0
HMGB1L1	0	0	0
HMGB2	0	0	0
HMGB3	0	0	0
HMGB3L1	0	0	0
HMGB4	0	0	0
HMGCL	0	0	0
HMGCLL1	0	0	0
HMGCR	0	0	0
HMGCS1	0	0	0
HMGCS2	0	0	0
HMGN1	0	0	0
HMGN2	0	0	0
HMGN3	0	0	0
HMGN4	0	0	0
HMGXB4	0	0	0
HMHA1	0	0	0
HMHB1	0	0	0
HMMR	0	0	0
HMOX1	0	0	0
HMOX2	0	0	0
HMP19	0	0	0
HMSD	0	0	0
HMX1	0	0	0
HMX2	0	0	0
HMX3	0	0	0
HN1	0	0	0
HN1L	0	0	0
HNF1A	0	0	0
HNF1B	0	0	0
HNF4A	0	0	0
HNF4G	0	0	0
HNMT	1	0	0
HNRNPA0	0	0	0
HNRNPA1	0	0	0
HNRNPA1L2	0	0	0
HNRNPA2B1	0	0	0
HNRNPA3	0	0	0
HNRNPA3P1	0	0	0
HNRNPAB	1	0	0
HNRNPC	0	0	0
HNRNPCL1	0	0	0
HNRNPD	0	0	0
HNRNPF	0	0	0
HNRNPH1	0	0	0
HNRNPH2	0	0	0
HNRNPH3	0	0	0
HNRNPK	0	0	0
HNRNPL	0	0	0
HNRNPM	0	0	0
HNRNPR	0	0	0
HNRNPU	0	0	0
HNRNPUL1	0	0	0
HNRNPUL2	0	0	0
HNRPA1L-2	0	0	0
HNRPA1P4	0	0	0
HNRPA2B1	0	0	0
HNRPC	0	0	0
HNRPDL	-1	0	0
HNRPH1	0	0	0
HNRPH3	0	0	0
HNRPK	0	0	0
HNRPLL	0	0	0
HNRPM	0	0	0
HNRPR	0	0	0
HNRPUL1	0	0	0
HNRPUL2	0	0	0
HOMER1	0	0	0
HOMER2	0	0	0
HOMER3	0	0	0
HOMEZ	0	0	0
HOM-TES-103	0	0	0
HOOK1	0	0	0
HOOK2	0	0	0
HOOK3	0	-1	0
HOPX	0	0	0
HORMAD1	0	0	0
HORMAD2	0	0	0
HOTAIR	0	0	0
HOXA1	0	0	0
HOXA10	0	0	0
HOXA11	0	0	0
HOXA11AS	0	0	0
HOXA13	0	0	0
HOXA2	0	0	0
HOXA3	0	0	0
HOXA4	0	0	0
HOXA5	0	0	0
HOXA6	0	0	0
HOXA7	0	0	0
HOXA9	0	0	0
HOXB1	0	0	0
HOXB13	0	0	0
HOXB2	0	0	0
HOXB3	0	0	0
HOXB4	0	0	0
HOXB5	0	0	0
HOXB6	0	0	0
HOXB7	0	0	0
HOXB8	0	0	0
HOXB9	0	0	0
HOXC10	0	0	0
HOXC11	0	0	0
HOXC12	0	0	0
HOXC13	0	0	0
HOXC4	0	0	0
HOXC5	0	0	0
HOXC6	0	0	0
HOXC8	0	0	0
HOXC9	0	0	0
HOXD1	0	0	0
HOXD10	0	0	0
HOXD11	0	0	0
HOXD12	0	0	0
HOXD13	0	0	0
HOXD3	0	0	0
HOXD4	0	0	0
HOXD8	0	0	0
HOXD9	0	0	0
HP	0	0	0
HP1BP3	0	0	0
HPCA	0	0	0
HPCAL1	0	0	0
HPCAL4	0	0	0
HPD	0	0	0
HPDL	0	0	0
HPGD	0	0	0
HPGDS	0	0	0
HPN	0	0	0
HPR	0	0	0
HPRT1	0	0	0
HPS1	0	0	0
HPS3	0	0	0
HPS4	0	0	0
HPS5	0	0	0
HPS6	1	0	0
HPSE	0	0	0
HPSE2	0	0	0
HPVC1	0	0	0
HPX	0	0	0
HPYR1	0	0	0
HR	0	0	0
HRAS	0	0	0
HRASLS	0	0	0
HRASLS2	0	0	0
HRASLS3	0	0	0
HRASLS5	0	0	0
HRB	0	0	0
HRC	0	0	0
HRCT1	0	0	0
HRES1	0	0	0
HRG	0	0	0
HRH1	0	0	0
HRH2	0	0	0
HRH3	0	0	0
HRH4	0	0	0
HRIHFB2122	0	0	0
HRK	0	0	0
HRNBP3	0	0	0
HRNR	0	0	0
HRSP12	0	0	0
HS1BP3	0	0	0
HS2ST1	0	0	0
HS3ST1	0	0	0
HS3ST2	0	0	0
HS3ST3A1	0	0	0
HS3ST3B1	0	0	0
HS3ST4	0	0	0
HS3ST5	0	0	0
HS3ST6	0	0	0
HS6ST1	0	0	0
